25111;'Chili con carne, préemballé';01;'entrées et plats composés';0103;'plats composés';010303;'plats de viande et légumes/légumineuses';494;118;494;118;74,2;7,13;7,13;13;3,35;2,58;0,49;0;0,42;0;0,1;0,77;4,6;3,56;0;1,8;0;;1,13;1,39;0,32;0,0028;0,005;0,0018;0,00092;0,0028;0,081;0,68;0,37;1,1;0,18;0,1;0;0;0,005;14,6;0,93;32,8;631;0,15;1,6;2;27,3;0,2;78,5;282;0;371;1,2;2;233;0,5;0,88;4,6;0;2,25;0,088;0,068;1,25;0,16
25205;'Chop suey (porc ou poulet), préemballé';01;'entrées et plats composés';0103;'plats composés';010303;'plats de viande et légumes/légumineuses';329;78,2;329;78,2;0;5;5;7,8;3;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25106;'Chou farci, préemballé';01;'entrées et plats composés';0103;'plats composés';010303;'plats de viande et légumes/légumineuses';393;94,9;393;94,9;81,2;5,3;5,3;2;6,6;2;0,72;0;0,88;0,3;0,3;0,4;0;3,13;0;1,44;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,87;145;0;0,23;0;0;41,4;0,65;0;0;5,33;350;0,8;0;0;0;0;0;0;0;0;0;0;0
25003;'Choucroute garnie, préemballée';01;'entrées et plats composés';0103;'plats composés';010303;'plats de viande et légumes/légumineuses';454;109;454;109;82,4;5,06;5,06;2,8;8,06;0,66;0,3;0;0,28;0;0,28;0,29;0;2,71;0;1,6;0;;3,22;3,45;0,96;0,05;0,05;0,05;0,0075;0,0075;0,1;1,86;0,98;0;0,82;0,074;0;0;0;34,7;1,39;27,1;633;0,076;0,83;17,8;18;0,067;60,6;97,5;10;552;0,84;0;0;0;0,25;0;0;9,09;0,14;0,11;0,68;0
25220;'Choucroute, sans garniture, égouttée, cuite';01;'entrées et plats composés';0103;'plats composés';010306;'plats de légumes/légumineuses';310;75,3;310;75,3;85,6;1,38;1,38;0,1;6,6;0,2;0,2;0;0,2;0,2;0,2;0,2;0,35;4,5;0,5;1,62;0;0,53;2,02;3,12;1,08;0,01;0,01;0,01;0,01;0,01;0,06;1,35;0,58;2,81;0,97;0,1;0,01;0,01;0,01;8,44;1,26;43;731;0,05;0,3;20;6,8;0,09;15;83;20;505;0,15;21;5;0,25;0,4;31;0;17,2;0,015;0,01;0,1;0,11
25121;'Coq au vin';01;'entrées et plats composés';0103;'plats composés';010301;'plats de viande sans garniture';555;133;555;133;0;13;13;4;7;1;0;0;0;0;0;0;0;0,9;0;1,35;0;;1;3,87;1,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;1,05;14;0;0,03;1,3;3,3;16;0,14;128;145;0,11;420;0,21;0;0;0,04;0,48;0;0;1,5;0,07;0,19;3,7;0,74
25043;'Couscous à la viande ou au poulet, préemballé, allégé';01;'entrées et plats composés';0103;'plats composés';010302;'plats de viande et féculents';382;90,7;382;90,7;72,9;5,9;5,9;11,5;1,9;2,1;0;0;0;0;0;0;9,4;2;0;1,65;0;;0,4;0,75;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0,7;22;0;0;0,78;2,3;17;0,16;88;148;0;300;0;34;779;0,04;0,97;0;0;7;0,07;0,07;2;0,3
25152;'Couscous à la viande, préemballé';01;'entrées et plats composés';0103;'plats composés';010302;'plats de viande et féculents';537;128;537;128;69,2;7,59;7,59;12,5;4,73;1,97;0,5;0;0,6;0,1;0,55;0,25;0;2,53;0;1,33;0;;1,24;1,54;0,63;0,05;0,05;0,05;0,003;0,007;0,059;0,7;0,35;0;0;0,067;0;0;0;0;0,78;25,2;474;0,098;0;0;18,8;0,21;0;179;2,58;313;1,02;0;0;0;0;0;0;0;0;0;0;0
25029;'Couscous au mouton';01;'entrées et plats composés';0103;'plats composés';010302;'plats de viande et féculents';626;149;626;149;68,9;8,31;8,31;12,2;7,2;1,38;0;0;0;0;0;0;10,8;1,3;0;1,4;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,5;0,81;31,6;607;0,1;1,24;3;23,2;0,19;95,4;187;0;322;1,22;0;724;0,14;0,4;0;0;5;0,075;0,075;1,7;0,3
25107;'Couscous au poisson';01;'entrées et plats composés';0103;'plats composés';010305;'plats de poisson et féculents';442;105;442;105;75,6;7,5;7,5;14,2;1,6;1,7;0;0;0;0;0;0;12,5;1,7;0;1,4;0;;0,2;0,3;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,6;0,84;24;0;0,1;4,1;10;23;0,2;89;192;0;337;0,4;0,9;1020;0,1;1,2;0;0;7,6;0,1;0,1;0;0,2
